idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
36;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Mestrado;Outras Engenharias;Empregado (CLT);Educação;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
46;45-49;Masculino;Parda;Não;Goiás (GO);GO;Pós-graduação;Outras Engenharias;Empregado (CLT);Setor Público;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
35;35-39;Masculino;Branca;Não;Bahia (BA);BA;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;N�o;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido com dias fixos de trabalho presencial;C/C++/C#, .NET, JavaScript;Python;2023
24;22-24;Masculino;Branca;Não;Amazonas (AM);AM;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
24;22-24;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Setor de Energia;N�o;;Analista de Inteligência de Mercado/Market Intelligence;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Sim, fui aprovado no meu primeiro emprego (ou estava sem emprego);Modelo híbrido com dias fixos de trabalho presencial;Python;Python;2023
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Ciências Sociais;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de BI/BI Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2023
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Outras Engenharias;Empregado (CLT);Indústria;N�o;;Outras Engenharias (não inclui dev);Sênior;de R$ 16.001/mês a R$ 20.000/mês;Não tenho experiência na área de dados;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);Não utilizo nenhuma das linguagens listadas;Python;2023
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Outra opção;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
40;40-44;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Ciências Sociais;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
33;30-34;Masculino;Preta;Não;Pernambuco (PE);PE;Doutorado ou Phd;Outras Engenharias;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2023
23;22-24;Masculino;Branca;Não;Paraná (PR);PR;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área de Consultoria;Sim;Gerente/Head;;;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
29;25-29;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
26;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Outras Engenharias;Empregado (CLT);Outra Opção;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
22;22-24;Masculino;Parda;Não;Pernambuco (PE);PE;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Educação;N�o;;Analista de Suporte/Analista Técnico;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2023
26;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de Negócios/Business Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Internet/Ecommerce;Sim;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
38;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Analytics Engineer;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Finanças ou Bancos;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
24;22-24;Feminino;Indígena;Não;Goiás (GO);GO;Graduação/Bacharelado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
27;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado;Modelo 100% presencial;;;2023
23;22-24;Masculino;Parda;Não;São Paulo (SP);SP;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Setor de Energia;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Finanças ou Bancos;Sim;Supervisor/Coordenador;;;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
33;30-34;Masculino;Preta;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Educação;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Setor Alimentício;N�o;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
27;25-29;Masculino;Branca;Não;Paraná (PR);PR;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;N�o;;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
33;30-34;Masculino;Branca;Não;;;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Varejo;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
35;35-39;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2023
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;N�o;;Analista de BI/BI Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
27;25-29;Feminino;Prefiro não informar;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Outra Opção;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 20.001/mês a R$ 25.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
21;17-21;Masculino;Parda;Não;Santa Catarina (SC);SC;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
36;35-39;Feminino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analytics Engineer;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
33;30-34;Masculino;Parda;Sim;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Sim;Supervisor/Coordenador;;;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
26;25-29;Masculino;Preta;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Prefiro não informar;Finanças ou Bancos;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2023
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Outra Opção;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
26;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Varejo;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Seguros ou Previdência;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2023
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Júnior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
37;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
25;25-29;Masculino;Branca;Não;Piauí (PI);PI;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2023
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
27;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Telecomunicação;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Educação;Sim;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
37;35-39;Feminino;Parda;Não;Tocantins (TO);TO;Não tenho graduação formal;;Empreendedor ou Empregado (CNPJ);Área de Consultoria;N�o;;Outra Opção;Pleno;de R$ 1.001/mês a R$ 2.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;Não utilizo nenhuma das linguagens listadas;;2023
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
26;25-29;Masculino;Branca;Não;;;Mestrado;Outra opção;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Indústria;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Sim, fui aprovado no meu primeiro emprego (ou estava sem emprego);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
