idade;faixa_idade;genero;cor/raca/etnia;pcd;estado_onde_mora;uf_onde_mora;nivel_ensino;area_formacao;situacao_atual_trabalho;setor;gestor;cargo_gestor;cargo_atual;nivel;faixa_salarial;experiencia_dados;participou_entrevista;forma_de_trabalho#0;linguagem_mais_utiliza;linguagem_mais_gosta;referencia
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Sim;Team Leader/Tech Leader;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
26;25-29;Masculino;Branca;Não;Mato Grosso (MT);MT;Pós-graduação;Outra opção;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de BI/BI Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2023
29;25-29;Masculino;Amarela;Não;Paraná (PR);PR;Pós-graduação;Outras Engenharias;Empregado (CLT);Setor Automotivo;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de BI/BI Analyst;Sênior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
27;25-29;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ;Mestrado;Ciências Sociais;Empregado (CLT);Área de Consultoria;N�o;;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fui aprovado no meu primeiro emprego (ou estava sem emprego);Modelo 100% remoto;Python;Python;2023
42;40-44;Masculino;Parda;Não;Espírito Santo (ES);ES;Mestrado;Outras Engenharias;Servidor Público;Setor Público;N�o;;Outras Engenharias (não inclui dev);Sênior;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;SQL, Python, Visual Basic/VBA;Python;2023
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área de Consultoria;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Sim;Gerente/Head;;;Acima de R$ 40.001/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
21;17-21;Masculino;Parda;Não;São Paulo (SP);SP;Não tenho graduação formal;;Somente Estudante (graduação);;;;;;;;;;;;2023
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG;Pós-graduação;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;N�o;;Analytics Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
50;50-54;Masculino;Parda;Não;São Paulo (SP);SP;Pós-graduação;Outra opção;Empregado (CLT);Educação;Sim;Gerente/Head;;;de R$ 20.001/mês a R$ 25.000/mês;Não tenho experiência na área de dados;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
48;45-49;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
23;22-24;Masculino;Preta;Não;Goiás (GO);GO;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% presencial;;;2023
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2023
37;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS;Doutorado ou Phd;Química / Física;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
22;22-24;Feminino;Branca;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Estudante de Graduação;Outras Engenharias;Estagiário;Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Área de Consultoria;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
23;22-24;Masculino;Branca;Não;Santa Catarina (SC);SC;Estudante de Graduação;Outra opção;Estagiário;Outra Opção;N�o;;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;Não utilizo nenhuma das linguagens listadas;R;2023
25;25-29;Feminino;Parda;Não;Distrito Federal (DF);DF;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2023
33;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Doutorado ou Phd;Química / Física;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
57;55+;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;Python, Java;Python;2023
28;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Educação;N�o;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Doutorado ou Phd;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP;Doutorado ou Phd;Química / Física;Empregado (CLT);Varejo;N�o;;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fui aprovado e mudei de emprego;Modelo 100% remoto;;;2023
28;25-29;Masculino;Branca;Não;Espírito Santo (ES);ES;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Varejo;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2023
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
34;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
35;35-39;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
32;30-34;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Outra Opção;Sênior;Acima de R$ 40.001/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
37;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
38;35-39;Masculino;Amarela;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Área de Consultoria;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;;;2023
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Área de Consultoria;N�o;;Analista de Negócios/Business Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
34;30-34;Masculino;Parda;Não;Bahia (BA);BA;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Imobiliário/ Construção Civil;Sim;Team Leader/Tech Leader;;;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
26;25-29;Masculino;Parda;Não;Ceará (CE);CE;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Varejo;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% presencial;;;2023
47;45-49;Feminino;Parda;Não;Distrito Federal (DF);DF;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;N�o;;Outra Opção;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;Não utilizo nenhuma das linguagens listadas;Python;2023
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 30.001/mês a R$ 40.000/mês;de 4 a 6 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
29;25-29;Masculino;Parda;Não;Goiás (GO);GO;Graduação/Bacharelado;Outras Engenharias;Estagiário;Setor Imobiliário/ Construção Civil;N�o;;Outras Engenharias (não inclui dev);Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Sim, fui aprovado e mudei de emprego;Modelo híbrido com dias fixos de trabalho presencial;Não utilizo nenhuma das linguagens listadas;Python;2023
34;30-34;Masculino;Branca;Não;Paraná (PR);PR;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Educação;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
39;35-39;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ;Pós-graduação;Outra opção;Desempregado, buscando recolocação;;;;;;;;;;;;2023
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Outra opção;Desempregado, buscando recolocação;;;;;;;;;;;;2023
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Mestrado;Química / Física;Somente Estudante (pós-graduação);;;;;;;;;;;;2023
29;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
30;30-34;Masculino;Parda;Não;Amazonas (AM);AM;Mestrado;Química / Física;Empreendedor ou Empregado (CNPJ);Marketing;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
30;30-34;Feminino;Branca;Não;Pernambuco (PE);PE;Mestrado;Outras Engenharias;Desempregado, buscando recolocação;;;;;;;;;;;;2023
28;25-29;Masculino;Branca;Não;Paraná (PR);PR;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% presencial;;;2023
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% remoto;;;2023
30;30-34;Masculino;Preta;Não;Bahia (BA);BA;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;;;;2023
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Setor Imobiliário/ Construção Civil;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;N�o;;Analista de BI/BI Analyst;Sênior;de R$ 3.001/mês a R$ 4.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2023
44;40-44;Masculino;Branca;Não;Santa Catarina (SC);SC;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;Sim;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;de R$ 20.001/mês a R$ 25.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;N�o;;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Educação;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
46;45-49;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Seguros ou Previdência;Sim;Gerente/Head;;;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
35;35-39;Masculino;Prefiro não informar;Não;Santa Catarina (SC);SC;Doutorado ou Phd;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Filantropia/ONG's;Sim;Team Leader/Tech Leader;;;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2023
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido com dias fixos de trabalho presencial;;;2023
43;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;;;;2023
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Finanças ou Bancos;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
39;35-39;Masculino;Parda;Não;Bahia (BA);BA;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;N�o;;Analytics Engineer;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
25;25-29;Masculino;Branca;Não;Sergipe (SE);SE;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Varejo;N�o;;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo 100% presencial;;;2023
39;35-39;Masculino;Preta;Não;São Paulo (SP);SP;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Outra Opção;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;SQL, Python, JavaScript, Visual Basic/VBA;Python;2023
22;22-24;Masculino;Parda;Não;Ceará (CE);CE;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;Sim;Sócio ou C-level (CEO, CDO, CIO, CTO etc);;;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
34;30-34;Feminino;Parda;Não;Distrito Federal (DF);DF;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Setor Público;N�o;;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Sim, fui aprovado no meu primeiro emprego (ou estava sem emprego);Modelo híbrido com dias fixos de trabalho presencial;;;2023
42;40-44;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Sim;Gerente/Head;;;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
29;25-29;Feminino;Branca;Sim;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
32;30-34;Feminino;Amarela;Não;São Paulo (SP);SP;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta);Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
57;55+;Masculino;Branca;Prefiro não informar;São Paulo (SP);SP;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Marketing;Sim;Gerente/Head;;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo híbrido com dias fixos de trabalho presencial;;;2023
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Mestrado;Ciências Sociais;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;;;;2023
21;17-21;Masculino;Preta;Não;São Paulo (SP);SP;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Sim, fui aprovado e mudei de emprego;Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente);;;2023
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Internet/Ecommerce;N�o;;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses;Modelo 100% remoto;;;2023
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;N�o;;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Sim, fui aprovado mas decidi não mudar de emprego;Modelo 100% remoto;;;2023
